매장명,주소,위도,경도
은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동) 1522-3232",37.65048782,127.0759793
을지로2가,서울특별시 중구 삼일대로 358 (을지로2가) 1522-3232,37.566347,126.988066
을지로4가역,서울특별시 중구 을지로 170 (을지로4가) 1522-3232,37.56634407,126.9975325
을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩 1522-3232,37.56707722,126.9832223
을지로국제빌딩,서울특별시 중구 남대문로 109 (다동) 1522-3232,37.566952,126.982219
을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층 1522-3232,37.566902,126.984707
을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가) 1522-3232",37.565722,126.98329
을지병원사거리,"서울특별시 강남구 논현로 752 (논현동,구산빌딩) 1522-3232",37.5191632,127.0286446
응암역2번출구,서울특별시 은평구 연서로 17 (역촌동) 1522-3232,37.6006318,126.915779
이대,서울특별시 서대문구 이화여대길 34 (대현동) 1522-3232,37.55848315,126.9459643
이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호 1522-3232,37.561631,126.94735
이대역,서울특별시 서대문구 신촌로 183 (대현동) 1522-3232,37.5570246,126.9463066
이마빌딩,서울특별시 종로구 종로1길 42 (수송동) 1522-3232,37.5738637,126.9789715
이마트타워,서울특별시 중구 세종대로7길 37 (순화동) 1층 1522-3232,37.56074346,126.9725284
이수역,서울특별시 서초구 동작대로 112 (방배동) 1522-3232,37.4864664,126.9827403
이수역13번출구,"서울특별시 동작구 동작대로27길 5 (사당동), 1층 1522-3232",37.48733712,126.9814933
이수역사거리,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1) 1522-3232",37.48585,126.983027
이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이) 1522-3232,37.484414,126.980047
이촌,서울특별시 용산구 이촌로 276 (이촌동) 1522-3232,37.518605,126.977271
이케아강동,서울특별시 강동구 고덕비즈밸리로 51 (고덕동) 1522-3232,37.56626153,127.1575311
이태원역,서울특별시 용산구 이태원로 188 (이태원동) 1522-3232,37.534273,126.994789
인사,서울특별시 종로구 인사동길 14 (인사동) 1522-3232,37.57220884,126.9867982
자양사거리,서울특별시 광진구 아차산로 355 1522-3232,37.5371158,127.0825821
자양역,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차) 1522-3232",37.53268464,127.0678785
자양이마트,서울특별시 광진구 아차산로 272 (자양동) 지하1층 1522-3232,37.53862005,127.0734896
잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층 1522-3232,37.515511,127.099006
잠실본동,"서울특별시 송파구 백제고분로 91 (잠실동), 1층 1522-3232",37.50864459,127.079491
잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동) 1522-3232,37.511679,127.081062
잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동) 1522-3232,37.51461,127.102774
잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층 1522-3232",37.515272,127.099231
잠실트리지움,서울특별시 송파구 석촌호수로 61 (잠실동) 1522-3232,37.5109647,127.0861225
잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동) 1522-3232",37.517287,127.103247
잠실학원사거리,서울특별시 송파구 삼전로 102 (삼전동) 1522-3232,37.5073157,127.0909887
장안사거리,서울특별시 동대문구 답십리로 267 (장안동) 1522-3232,37.5727209,127.0700927
장위뉴타운,서울특별시 성북구 장월로38길 4 (장위동) 1522-3232,37.61807232,127.0515285
장충라운지R,서울특별시 중구 장충단로4길 25 (장충동1가) 1522-3232,37.56103691,127.0073347
장한평역,서울특별시 동대문구 장한로 10 (장안동) 1522-3232,37.562337,127.065511
적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동) 1522-3232",37.57529941,126.9741245
정동,서울특별시 종로구 새문안로 42 (신문로2가) 1522-3232,37.56866486,126.9700207
정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동) 1522-3232,37.57462131,126.9736776
종각,서울특별시 종로구 종로 64 (종로2가) 1522-3232,37.57001689,126.9845035
종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가) 1522-3232",37.57056486,126.990217
종로R,서울특별시 종로구 종로 51 (종로2가) 1522-3232,37.5708,126.9834
종로관수,서울특별시 종로구 삼일대로20길 13 (관수동) 1522-3232,37.56971102,126.9886352
종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동) 1522-3232",37.5691386,126.9859328
종로구청,서울특별시 종로구 삼봉로 71 (수송동) 1522-3232,37.57249861,126.9809514
종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층 1522-3232,37.57165163,126.9806234
종로평창동,서울특별시 종로구 평창12길 3 (평창동) 1522-3232,37.60614771,126.9673641
종로플레이스,서울특별시 종로구 창경궁로 120 (인의동) 1522-3232,37.57305,126.9979
종암,서울특별시 성북구 종암로 122 (종암동) 1522-3232,37.601095,127.033847
종암DT,서울특별시 성북구 종암로 17 (종암동) 1522-3232,37.5919525,127.0360401
주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티 1522-3232,37.57148292,126.9986666
중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동) 1522-3232",37.64817,127.062244
중곡역,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실 1522-3232",37.56505701,127.0844523
중구저동,서울특별시 중구 수표로 34 (저동2가) 1522-3232,37.5643686,126.9903382
중랑구청,서울특별시 중랑구 신내로 72 1522-3232,37.60538908,127.0957558
중랑역,서울특별시 중랑구 망우로30길 3 (상봉동) 1522-3232,37.5930326,127.0747358
중앙대,서울특별시 동작구 흑석로 75-1 (흑석동) 1522-3232,37.506933,126.958125
중화역,서울특별시 중랑구 봉화산로 35 1층 1522-3232,37.60170912,127.0784114
진관DT,서울특별시 은평구 연서로 645 (진관동) 1522-3232,37.6501787,126.9361968
창동역,서울특별시 도봉구 마들로13길 61 (창동) 1522-3232,37.65409007,127.0495023
창동이마트,서울특별시 도봉구 노해로65길 4 (창동) 1522-3232,37.65167649,127.0469283
천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스 1522-3232,37.534651,127.13721
천호사거리,서울특별시 강동구 올림픽로 651 (천호동) 1522-3232,37.539702,127.123542
천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관 1522-3232,37.53898428,127.125179
청계산입구역,서울특별시 서초구 청계산로 203 (신원동) 1522-3232,37.447323,127.05625
청계크리스탈스퀘어,서울특별시 중구 청계천로 106 (수표동) 1522-3232,37.5679,126.98933
청담,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동) 1522-3232",37.5243631,127.0515599
청담사거리,서울특별시 강남구 도산대로 458 (청담동) 리츠타워 1522-3232,37.5236351,127.0468651
청담스타R,서울특별시 강남구 도산대로57길 24 (청담동) 1522-3232,37.525216,127.041827
청담역,서울특별시 강남구 삼성로 709 (청담동) 1522-3232,37.51944073,127.0495527
청담역6번출구,서울특별시 강남구 삼성로 634 (삼성동) 1522-3232,37.51660208,127.0517528
청담영동대로,서울특별시 강남구 영동대로 720 (청담동) 1522-3232,37.522156,127.056449
청량리역롯데캐슬스카이,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65) 1522-3232",37.57924927,127.0453311
청량리역사,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층 1522-3232,37.58056532,127.0485648
충무로,서울특별시 중구 충무로 3 (필동1가) 1522-3232,37.56149598,126.9928231
충정로역,서울특별시 서대문구 충정로 23 1522-3232,37.56137,126.963219
충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가) 1522-3232",37.559869,126.96411
케이스퀘어강남,서울특별시 강남구 강남대로94길 10 (역삼동) 1522-3232,37.49919146,127.0282044
코엑스몰,서울특별시 강남구 영동대로 513 (삼성동) O103호 1522-3232,37.513715,127.059245
코엑스별마당,서울특별시 강남구 영동대로 513 (삼성동) 1522-3232,37.51015,127.060275
코엑스사거리,서울특별시 강남구 영동대로 616 (삼성동) 1522-3232,37.515351,127.060109
코엑스아셈타워,서울특별시 강남구 영동대로 517 (삼성동) 1522-3232,37.513019,127.059838
큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동) 1522-3232",37.50236693,127.0407
타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가) 1522-3232,37.51760769,126.9032404
타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가) 1522-3232",37.5176752,126.9031725
타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가) 1522-3232,37.51809815,126.905307
태릉입구역DT,서울특별시 노원구 화랑로 469 (공릉동) 1522-3232,37.61942,127.07932
태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가) 1522-3232",37.56248285,126.9767928
테헤란로아남타워,서울특별시 강남구 테헤란로 311 (역삼동) 1522-3232,37.50383,127.04487
파미에파크R,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY 1522-3232,37.5030521,127.004362
퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동) 1522-3232",37.56132157,126.9730264
포스코,"서울특별시 강남구 삼성로86길 7, 1층 (대치동) 1522-3232",37.50576458,127.0580449
포스코사거리,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩 1522-3232,37.5075307,127.0574271
포이,서울특별시 강남구 논현로 88 (개포동) 1522-3232,37.47781106,127.0451411
포포인츠구로,"서울특별시 구로구 디지털로32길 72, 포포인츠바이쉐라톤 구로 1층 (구로동) 1522-3232",37.4831293,126.8988591
포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가) 1522-3232,37.5657211,126.9893426
하이브랜드,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동) 1522-3232",37.46252023,127.036668
하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티 1522-3232,37.51445587,126.8998794
학동사거리,서울특별시 강남구 도산대로 328 (논현동) 1522-3232,37.5223645,127.0379543
학동역,서울특별시 강남구 논현로 704 (논현동) 1522-3232,37.51464884,127.0307302
학여울역,서울특별시 강남구 영동대로 215 (대치동) 1522-3232,37.49803646,127.0684943
한강진역R,서울특별시 용산구 이태원로 252 (한남동) 1522-3232,37.53716527,127.0010127
한국은행교차로,서울특별시 중구 남대문로 55 (남대문로2가) 1522-3232,37.562263,126.981169
한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가) 1522-3232,37.56724756,126.9780494
한남동R,서울특별시 용산구 독서당로 94 (한남동) 1522-3232,37.53485,127.010919
한성대입구역,서울특별시 성북구 성북로 11 (성북동1가) 1522-3232,37.58904121,127.004898
한양대,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층 1522-3232",37.55726984,127.0421649
한티역,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동) 1522-3232",37.496801,127.055055
한티역8번출구,서울특별시 강남구 도곡로 331 (역삼동) 1522-3232,37.4964928,127.0521993
합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2 1522-3232",37.54997888,126.9125404
합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스) 1522-3232",37.55005847,126.9135588
합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스) 1522-3232",37.5509,126.9134
합정푸르지오,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오) 1522-3232",37.55094291,126.9124827
현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층 1522-3232",37.52662717,126.8749407
현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층 1522-3232,37.60851371,127.029177
현대신촌,서울특별시 서대문구 신촌로 83 (창천동) 1522-3232,37.55592458,126.9356945
혜화역,서울특별시 종로구 대학로12길 4 (동숭동)1~2층 1522-3232,37.5824779,127.002185
호림아트센터,서울특별시 강남구 도산대로 317 (신사동) 1522-3232,37.522514,127.035977
홍대공항철도역,서울특별시 마포구 양화로 178 (동교동) 1522-3232,37.557491,126.925146
홍대동교,서울특별시 마포구 양화로 192 (동교동) 1522-3232,37.55832805,126.9262465
홍대삼거리,서울특별시 마포구 와우산로 64 (상수동) 1522-3232,37.55026561,126.9232087
홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동) 1522-3232",37.557175,126.923654
홍대역8번출구,서울특별시 마포구 양화로 166 (동교동) 1522-3232,37.5567435,126.9241665
홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동) 1522-3232,37.554636,126.92036
홍제역,서울특별시 서대문구 통일로 451 (홍제동) 1522-3232,37.588658,126.943864
화곡DT,서울특별시 강서구 등촌로 57 (화곡동) 1522-3232,37.53501075,126.863188
화곡동,서울특별시 강서구 화곡로 142(화곡동) 1522-3232,37.54061902,126.837388
화곡역8번출구,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부 1522-3232",37.54227921,126.8393
화양삼거리,서울특별시 광진구 광나루로 374 (화양동) 1522-3232,37.54774853,127.0712692
환구단,서울특별시 중구 소공로 112 (소공동) 1522-3232,37.56459885,126.9792301
황학사거리,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스) 1522-3232",37.567598,127.023713
황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아 1522-3232,37.5714,127.0231
회기역사거리,서울특별시 동대문구 이문로 37 (회기동) 1522-3232,37.590784,127.056098
회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산 1522-3232,37.55947243,126.9807255
효창공원앞역,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레) 1522-3232",37.5389661,126.9633937
